Id_studenta;Imie;Nazwisko;Uczelnia;;Miejsce_zam;Rok_studiow;Dochod_na_osobe;kod_pocztowy;miejsce_zam;;kod_pocztowy;miejsce_zam;id_uczelni;id_miasta;
801;Monika;Mielecka;Politechnika Informatyczno-Elektroniczna;10;Strzelce Opolskie 60-596;I;669;60-596;Strzelce Opolskie;;60-596;Strzelce Opolskie;2;172;
802;Andrzej;Stefanczyk;Uniwersytet Królewski;10;Rajcza 18-286;V;1992;18-286;Rajcza;;18-286;Rajcza;5;155;
803;Patryk;Fiszer;Politechnika Królewska;10;Cieszyn 68-101;I;1576;68-101;Cieszyn;;68-101;Cieszyn;3;25;
804;Wislawa;Maciejewska;Uniwersytet Rolniczy;10;Jastrzębie-Zdrój 51-394;IV;3031;51-394;Jastrzębie-Zdrój;;51-394;Jastrzębie-Zdrój;8;60;
805;Jozef;Krosno;Politechnika Informatyczno-Elektroniczna;10;Sucha Beskidzka 98-902;I;1102;98-902;Sucha Beskidzka;;98-902;Sucha Beskidzka;2;173;
806;Maksym;Znojek;Uniwersytet Królewski;10;Świętochłowice 38-932;II;1934;38-932;Świętochłowice;;38-932;Świętochłowice;5;183;
807;Przemyslaw;Kaczmarek;Uniwersytet Królewski;10;Wodzisław Sląski 83-544;III;1140;83-544;Wodzisław Sląski;;83-544;Wodzisław Sląski;5;206;
808;Zofia;Barszczewska;Politechnika Królewska;10;Świętochłowice 38-932;II;957;38-932;Świętochłowice;;38-932;Świętochłowice;3;183;
809;Artur;Binkowski;Politechnika Informatyczno-Elektroniczna;10;Dębowiec 36-478;I;1149;36-478;Dębowiec;;36-478;Dębowiec;2;32;
810;Adam;Jankowski;Politechnika Informatyczno-Elektroniczna;10;Nowy Sącz 62-813;I;2449;62-813;Nowy Sącz;;62-813;Nowy Sącz;2;124;
811;Adam;Skalny;Uniwersytet Rolniczy;10;Mysłowice 13-220;III;426;13-220;Mysłowice;;13-220;Mysłowice;8;121;
812;Mariusz;Garlowski;Uniwersytet Królewski;10;Katowice 72-241;II;2438;72-241;Katowice;;72-241;Katowice;5;71;
813;Beata;Nowotarska;Politechnika Informatyczno-Elektroniczna;10;Julianka 95-306;I;443;95-306;Julianka;;95-306;Julianka;2;68;
814;Maciej;Mojsanowicz;Politechnika Królewska;10;Siemianowice Sląskie 09-006;I;2736;09-006;Siemianowice Sląskie;;09-006;Siemianowice Sląskie;3;162;
815;Anastazja;Majewska;Politechnika Informatyczno-Elektroniczna;10;Bielsk Podlaski 96-087;II;1476;96-087;Bielsk Podlaski;;96-087;Bielsk Podlaski;2;11;
816;Dorota;Zybowska;Politechnika Informatyczno-Elektroniczna;10;Szczekociny 66-008;I;1338;66-008;Szczekociny;;66-008;Szczekociny;2;179;
817;Oskar;Kozlowski;Politechnika Informatyczno-Elektroniczna;10;Dobre Miasto 52-964;I;1767;52-964;Dobre Miasto;;52-964;Dobre Miasto;2;35;
818;Pawel;Guzik;Uniwersytet Sportu i Turystyki;10;Jejkowice 67-738;II;596;67-738;Jejkowice;;67-738;Jejkowice;9;63;
819;Roman;Jakubczyk;Politechnika Informatyczno-Elektroniczna;10;Chalupki 70-071;II;1621;70-071;Chalupki;;70-071;Chalupki;2;19;
820;Celina;Mieleszko;Politechnika Informatyczno-Elektroniczna;10;Siewierz 65-885;I;667;65-885;Siewierz;;65-885;Siewierz;2;164;
821;Joanna;Bycz;Uniwersytet Królewski;10;Baborów 48-364;III;1555;48-364;Baborów;;48-364;Baborów;5;3;
822;Marek;Walbiner;Uniwersytet Królewski;10;Sanok 71-890;V;2479;71-890;Sanok;;71-890;Sanok;5;160;
823;Robert;Kasa;Wyższa Szkoła Techniczna;10;Kędzierzyn-Koźle 81-133;I;2535;81-133;Kędzierzyn-Koźle;;81-133;Kędzierzyn-Koźle;10;73;
824;Piotr;Hardy;Politechnika Informatyczno-Elektroniczna;10;Rabka 30-698;I;2849;30-698;Rabka;;30-698;Rabka;2;152;
825;Radoslawa;Poniedzialek;Politechnika Informatyczno-Elektroniczna;10;Zabrze 91-525;V;1720;91-525;Zabrze;;91-525;Zabrze;2;211;
826;Dorota;Stachowska;Politechnika Królewska;10;Racibórz 00-355;I;2242;00-355;Racibórz;;00-355;Racibórz;3;153;
827;Iwona;Bardzio;Uniwersytet Królewski;10;Jaworzno 98-650;I;3124;98-650;Jaworzno;;98-650;Jaworzno;5;61;
828;Zygmunt;Banachowicz;Politechnika Królewska;10;Olszyna 69-786;II;3239;69-786;Olszyna;;69-786;Olszyna;3;132;
829;Adam;Krakowski;Uniwersytet Królewski;10;Zakopane 00-995;I;2391;00-995;Zakopane;;00-995;Zakopane;5;212;
830;Teresa;Grabik;Politechnika Królewska;10;Miechów 47-553;V;3145;47-553;Miechów;;47-553;Miechów;3;111;
831;Szymon;Czaja;Politechnika Informatyczno-Elektroniczna;10;Rogoźnik 74-768;V;912;74-768;Rogoźnik;;74-768;Rogoźnik;2;156;
832;Cezar;Adamski;Akademia Sztuk Pięknych;#N/D;Tarnowskie Góry 24-243;IV;1316;24-243;Tarnowskie Góry;;24-243;Tarnowskie Góry;1;186;
833;Krystian;Dziwulski;Politechnika Informatyczno-Elektroniczna;10;Przemyśl 38-959;I;2368;38-959;Przemyśl;;38-959;Przemyśl;2;147;
834;Joanna;Andrychowicz;Uniwersytet Królewski;10;Lublin 79-726;I;1032;79-726;Lublin;;79-726;Lublin;5;103;
835;Filip;Balica;Politechnika Informatyczno-Elektroniczna;10;Głuchołazy 30-136;I;1617;30-136;Głuchołazy;;30-136;Głuchołazy;2;45;
836;Patrycja;Kantor;Politechnika Informatyczno-Elektroniczna;10;Kuźnia Raciborska 78-122;IV;534;78-122;Kuźnia Raciborska;;78-122;Kuźnia Raciborska;2;94;
837;Oskar;Ryba;Politechnika Informatyczno-Elektroniczna;10;Józefów 40-643;II;2275;40-643;Józefów;;40-643;Józefów;2;67;
838;Miron;Raban;Politechnika Informatyczno-Elektroniczna;10;Pyrzowice 49-345;IV;1362;49-345;Pyrzowice;;49-345;Pyrzowice;2;150;
839;Przemyslaw;Choloniewski;Uniwersytet Ekonomiczny;10;Cieszyn 68-101;V;2602;68-101;Cieszyn;;68-101;Cieszyn;4;25;
840;Sebastian;Carek;Politechnika Informatyczno-Elektroniczna;10;Gierałtowice 04-834;II;2328;04-834;Gierałtowice;;04-834;Gierałtowice;2;42;
841;Karol;Wlodek;Politechnika Informatyczno-Elektroniczna;10;Katowice 72-241;IV;2534;72-241;Katowice;;72-241;Katowice;2;71;
842;Bogdan;Benedykt;Akademia Sztuk Pięknych;#N/D;Świnoujskie 13-345;I;2228;13-345;Świnoujskie;;13-345;Świnoujskie;1;184;
843;Brygida;Jakobik;Uniwersytet Królewski;10;Olkusz 19-255;V;2648;19-255;Olkusz;;19-255;Olkusz;5;130;
844;Paulina;Szeruga;Uniwersytet Królewski;10;Olkusz 19-255;I;2077;19-255;Olkusz;;19-255;Olkusz;5;130;
845;Jadwiga;Loch;Uniwersytet Królewski;10;Mysłowice 13-220;I;1676;13-220;Mysłowice;;13-220;Mysłowice;5;121;
846;Ewa;Sosnowska;Uniwersytet Ekonomiczny;10;Nysa 72-297;I;1151;72-297;Nysa;;72-297;Nysa;4;126;
847;Roman;Aronowski;Uniwersytet Pedagogiczny;10;Świętochłowice 38-932;I;1576;38-932;Świętochłowice;;38-932;Świętochłowice;7;183;
848;Jaroslaw;Szczepanski;Uniwersytet Królewski;10;Nowy Targ 84-043;II;2180;84-043;Nowy Targ;;84-043;Nowy Targ;5;125;
849;Andrzej;Bilinski;Wyższa Szkoła Techniczna;10;Dobre Miasto 52-964;I;1048;52-964;Dobre Miasto;;52-964;Dobre Miasto;10;35;
850;Jacek;Halemba;Uniwersytet Ekonomiczny;10;Ciechocinek 98-839;II;1165;98-839;Ciechocinek;;98-839;Ciechocinek;4;24;
851;Tomasz;Wojtkiewicz;Politechnika Informatyczno-Elektroniczna;10;Poznań 40-853;I;2811;40-853;Poznań;;40-853;Poznań;2;144;
852;Mateusz;Kojec;Politechnika Królewska;10;Sławków 42-081;I;1884;42-081;Sławków;;42-081;Sławków;3;167;
853;Ewelina;Ambroziak;Politechnika Królewska;10;Białaszewo 56-545;I;2891;56-545;Białaszewo;;56-545;Białaszewo;3;9;
854;Beata;Moskala;Politechnika Królewska;10;Mysłowice 13-220;IV;972;13-220;Mysłowice;;13-220;Mysłowice;3;121;
855;Kamil;Amanowicz;Politechnika Królewska;10;Wodzisław Sląski 83-544;I;535;83-544;Wodzisław Sląski;;83-544;Wodzisław Sląski;3;206;
856;Jadwiga;Chodorowska;Uniwersytet Królewski;10;Nałęczów 83-630;I;2763;83-630;Nałęczów;;83-630;Nałęczów;5;123;
857;Janina;Bawinek;Politechnika Królewska;10;Pyrzyce 76-362;I;3327;76-362;Pyrzyce;;76-362;Pyrzyce;3;151;
858;Eustachy;Kendziora;Uniwersytet Królewski;10;Bielsk Podlaski 96-087;IV;2414;96-087;Bielsk Podlaski;;96-087;Bielsk Podlaski;5;11;
859;Karolina;Bromska;Politechnika Informatyczno-Elektroniczna;10;Dębica 53-306;I;2480;53-306;Dębica;;53-306;Dębica;2;30;
860;Robert;Rurski;Politechnika Informatyczno-Elektroniczna;10;Wejherowo 68-209;II;1955;68-209;Wejherowo;;68-209;Wejherowo;2;200;
861;Andrzej;Koziol;Politechnika Informatyczno-Elektroniczna;10;Szczyrk 75-361;V;1428;75-361;Szczyrk;;75-361;Szczyrk;2;180;
862;Dominika;Maslon;Uniwersytet Ekonomiczny;10;Zgorzelec 79-972;I;1175;79-972;Zgorzelec;;79-972;Zgorzelec;4;216;
863;Martyn;Wisniewski;Politechnika Informatyczno-Elektroniczna;10;Zabrze 91-525;V;2380;91-525;Zabrze;;91-525;Zabrze;2;211;
864;Elzbieta;Makalu;Uniwersytet Królewski;10;Brzesko 96-703;V;2964;96-703;Brzesko;;96-703;Brzesko;5;16;
865;Beata;Nowakowska;Uniwersytet Królewski;10;Myszków 91-786;III;3044;91-786;Myszków;;91-786;Myszków;5;122;
866;Anna;Sawicka;Uniwersytet Królewski;10;Nowy Targ 84-043;V;1134;84-043;Nowy Targ;;84-043;Nowy Targ;5;125;
867;Elzbieta;Wieczorek;Politechnika Informatyczno-Elektroniczna;10;Pszczyna 53-858;IV;3214;53-858;Pszczyna;;53-858;Pszczyna;2;148;
868;Jerzy;Kaktus;Politechnika Informatyczno-Elektroniczna;10;Mordy 07-754;I;2732;07-754;Mordy;;07-754;Mordy;2;120;
869;Alicja;Cichocka;Uniwersytet Pedagogiczny;10;Sosnowiec 14-721;I;780;14-721;Sosnowiec;;14-721;Sosnowiec;7;170;
870;Jolanta;Kukulska;Uniwersytet Rolniczy;10;Wolbrom 46-174;I;2523;46-174;Wolbrom;;46-174;Wolbrom;8;208;
871;Magdalena;Jackowska;Uniwersytet Królewski;10;Wodzisław Sląski 83-544;I;3178;83-544;Wodzisław Sląski;;83-544;Wodzisław Sląski;5;206;
872;Dagmara;Szumska;Politechnika Informatyczno-Elektroniczna;10;Sanok 71-890;I;2039;71-890;Sanok;;71-890;Sanok;2;160;
873;Aleksandra;Paluch;Uniwersytet Królewski;10;Ustroń 51-637;I;2456;51-637;Ustroń;;51-637;Ustroń;5;194;
874;Marek;Markiewicz;Politechnika Informatyczno-Elektroniczna;10;Mikołów 96-497;I;620;96-497;Mikołów;;96-497;Mikołów;2;116;
875;Roman;Arecki;Uniwersytet Królewski;10;Siemianowice Sląskie 09-006;I;2086;09-006;Siemianowice Sląskie;;09-006;Siemianowice Sląskie;5;162;
876;Mikolaj;Lisinski;Uniwersytet Królewski;10;Szczecin 22-544;I;930;22-544;Szczecin;;22-544;Szczecin;5;177;
877;Maria;Baron;Uniwersytet Królewski;10;Będzin 69-501;I;1112;69-501;Będzin;;69-501;Będzin;5;7;
878;Grzegorz;Jaworski;Uniwersytet Sportu i Turystyki;10;Tarnowskie Góry 24-243;I;2185;24-243;Tarnowskie Góry;;24-243;Tarnowskie Góry;9;186;
879;Magdalena;Rysowicz;Politechnika Królewska;10;Tychy 76-939;I;1731;76-939;Tychy;;76-939;Tychy;3;193;
880;Dominik;Marek;Uniwersytet Królewski;10;Gliwice 11-608;IV;519;11-608;Gliwice;;11-608;Gliwice;5;43;
881;Franciszek;Kucharski;Politechnika Informatyczno-Elektroniczna;10;Tarnobrzeg 85-266;IV;2317;85-266;Tarnobrzeg;;85-266;Tarnobrzeg;2;185;
882;Urszula;Czajka;Uniwersytet Królewski;10;Katowice 72-241;II;1846;72-241;Katowice;;72-241;Katowice;5;71;
883;Anna;Szyma;Politechnika Informatyczno-Elektroniczna;10;Rogoźnik 74-768;IV;753;74-768;Rogoźnik;;74-768;Rogoźnik;2;156;
884;Radomil;Grudzien;Politechnika Królewska;10;Jędrzejów 62-049;V;2077;62-049;Jędrzejów;;62-049;Jędrzejów;3;66;
885;Wladyslawa;Konwicka;Politechnika Informatyczno-Elektroniczna;10;Świętochłowice 38-932;V;1259;38-932;Świętochłowice;;38-932;Świętochłowice;2;183;
886;Jadwiga;Osinska;Politechnika Informatyczno-Elektroniczna;10;Strzelce Opolskie 60-596;II;1004;60-596;Strzelce Opolskie;;60-596;Strzelce Opolskie;2;172;
887;Stefan;Kalinowski;Uniwersytet Rolniczy;10;Mysłowice 13-220;II;1932;13-220;Mysłowice;;13-220;Mysłowice;8;121;
888;Karol;Myrcik;Politechnika Informatyczno-Elektroniczna;10;Rybnik 24-983;II;2011;24-983;Rybnik;;24-983;Rybnik;2;158;
889;Anna;Oman;Politechnika Informatyczno-Elektroniczna;10;Jędrzejów 62-049;I;1445;62-049;Jędrzejów;;62-049;Jędrzejów;2;66;
890;Piotr;Bajer;Politechnika Informatyczno-Elektroniczna;10;Rajcza 18-286;I;2408;18-286;Rajcza;;18-286;Rajcza;2;155;
891;Paulina;Wierzchowska;Politechnika Informatyczno-Elektroniczna;10;Katowice 72-241;I;1554;72-241;Katowice;;72-241;Katowice;2;71;
892;Zofia;Chalupka;Uniwersytet Królewski;10;Kudowa-Słone 83-829;II;3255;83-829;Kudowa-Słone;;83-829;Kudowa-Słone;5;93;
893;Celina;Mirow;Politechnika Informatyczno-Elektroniczna;10;Wrocław 62-182;I;2732;62-182;Wrocław;;62-182;Wrocław;2;209;
894;Tadeusz;Kotowicz;Politechnika Informatyczno-Elektroniczna;10;Katowice 72-241;II;1950;72-241;Katowice;;72-241;Katowice;2;71;
895;Elzbieta;Wielgus;Politechnika Królewska;10;Bytom 80-339;III;2581;80-339;Bytom;;80-339;Bytom;3;18;
896;Elzbieta;Kwiatkowska;Uniwersytet Królewski;10;Kalisz 29-379;III;1590;29-379;Kalisz;;29-379;Kalisz;5;69;
897;Malgorzata;Pisarskiewicz;Politechnika Królewska;10;Tarnów 87-348;I;3064;87-348;Tarnów;;87-348;Tarnów;3;187;
898;Sobieslaw;Bulwan;Politechnika Królewska;10;Łęczyca 16-385;I;970;16-385;Łęczyca;;16-385;Łęczyca;3;107;
899;Dorota;Marchewka;Akademia Sztuk Pięknych;#N/D;Wisła 99-436;III;1632;99-436;Wisła;;99-436;Wisła;1;202;
900;Patrycja;Metz;Uniwersytet Królewski;10;Tychy 76-939;I;1547;76-939;Tychy;;76-939;Tychy;5;193;
901;Zachariasz;Jakimow;Uniwersytet Królewski;10;Rybnik 24-983;IV;527;24-983;Rybnik;;24-983;Rybnik;5;158;
902;Jakub;Malarski;Politechnika Informatyczno-Elektroniczna;10;Bożewo 94-896;IV;2104;94-896;Bożewo;;94-896;Bożewo;2;13;
903;Oskar;Rakowski;Uniwersytet Królewski;10;Dąbrowa Górnicza 75-727;I;475;75-727;Dąbrowa Górnicza;;75-727;Dąbrowa Górnicza;5;28;
904;Tomasz;Dudzinski;Politechnika Informatyczno-Elektroniczna;10;Warszawa 83-294;V;744;83-294;Warszawa;;83-294;Warszawa;2;198;
905;Jaromir;Szybki;Politechnika Informatyczno-Elektroniczna;10;Giebło 76-179;IV;679;76-179;Giebło;;76-179;Giebło;2;41;
906;Krzysztof;Linus;Uniwersytet Królewski;10;Rzeszów 89-735;I;2232;89-735;Rzeszów;;89-735;Rzeszów;5;159;
907;Andrzej;Inny;Uniwersytet Królewski;10;Zambrów 53-324;I;1525;53-324;Zambrów;;53-324;Zambrów;5;213;
908;Wojciech;Batory;Akademia Sztuk Pięknych;#N/D;Bochnia 89-362;II;1442;89-362;Bochnia;;89-362;Bochnia;1;12;
909;Monika;Drzewiecka;Politechnika Informatyczno-Elektroniczna;10;Olkusz 19-255;I;1736;19-255;Olkusz;;19-255;Olkusz;2;130;
910;Renata;Kalwas;Politechnika Informatyczno-Elektroniczna;10;Rzeszów 89-735;IV;1252;89-735;Rzeszów;;89-735;Rzeszów;2;159;
911;Jan;Sztonyk;Politechnika Informatyczno-Elektroniczna;10;Radom 43-586;I;2533;43-586;Radom;;43-586;Radom;2;154;
912;Kacper;Kita;Uniwersytet Królewski;10;Sławków 42-081;I;2006;42-081;Sławków;;42-081;Sławków;5;167;
913;Zofia;Kruszewska;Politechnika Informatyczno-Elektroniczna;10;Wodzisław Sląski 83-544;V;1700;83-544;Wodzisław Sląski;;83-544;Wodzisław Sląski;2;206;
914;Radzimierz;Wojciechowski;Uniwersytet Królewski;10;Rzeszów 89-735;III;555;89-735;Rzeszów;;89-735;Rzeszów;5;159;
915;Wojciech;Augustowski;Politechnika Informatyczno-Elektroniczna;10;Koniaków 34-607;II;814;34-607;Koniaków;;34-607;Koniaków;2;82;
916;Barbara;Chudzik;Uniwersytet Królewski;10;Katowice 72-241;III;3011;72-241;Katowice;;72-241;Katowice;5;71;
917;Wojtek;Trzconka;Uniwersytet Królewski;10;Miechów 47-553;V;1913;47-553;Miechów;;47-553;Miechów;5;111;
918;Aleksy;Wur;Politechnika Informatyczno-Elektroniczna;10;Dębica 53-306;V;1021;53-306;Dębica;;53-306;Dębica;2;30;
919;Bogumila;Piotrowska;Politechnika Królewska;10;Katowice 72-241;II;3306;72-241;Katowice;;72-241;Katowice;3;71;
920;Natalia;Sikorska;Akademia Sztuk Pięknych;#N/D;Świętochłowice 38-932;I;2452;38-932;Świętochłowice;;38-932;Świętochłowice;1;183;
921;Hanna;Pietrzyk;Uniwersytet Królewski;10;Nowy Targ 84-043;I;2589;84-043;Nowy Targ;;84-043;Nowy Targ;5;125;
922;Malgorzata;Janowska;Politechnika Informatyczno-Elektroniczna;10;Krzeszowice 91-488;II;1464;91-488;Krzeszowice;;91-488;Krzeszowice;2;91;
923;Danuta;Chmielewska;Politechnika Informatyczno-Elektroniczna;10;Tomaszów Lubelski 95-084;V;1936;95-084;Tomaszów Lubelski;;95-084;Tomaszów Lubelski;2;189;
924;Pawel;Banasiak;Politechnika Informatyczno-Elektroniczna;10;Alwernia 27-938;I;3317;27-938;Alwernia;;27-938;Alwernia;2;2;
925;Adam;Zareba;Politechnika Informatyczno-Elektroniczna;10;Nowy Sącz 62-813;I;985;62-813;Nowy Sącz;;62-813;Nowy Sącz;2;124;
926;Fryderyka;Krzyskow;Uniwersytet Królewski;10;Tworóg 62-560;IV;2117;62-560;Tworóg;;62-560;Tworóg;5;192;
927;Ewa;Sochacka;Uniwersytet Muzyczny;10;Nowy Targ 84-043;I;2333;84-043;Nowy Targ;;84-043;Nowy Targ;6;125;
928;Kacper;Starachowicz;Politechnika Królewska;10;Tarnobrzeg 85-266;II;1802;85-266;Tarnobrzeg;;85-266;Tarnobrzeg;3;185;
929;Renata;Banachowicz;Politechnika Informatyczno-Elektroniczna;10;Piotrków Trybunalski 04-419;I;464;04-419;Piotrków Trybunalski;;04-419;Piotrków Trybunalski;2;140;
930;Donald;Bakowski;Akademia Sztuk Pięknych;#N/D;Sławków 42-081;I;1410;42-081;Sławków;;42-081;Sławków;1;167;
931;Roza;Labaziewicz;Uniwersytet Pedagogiczny;10;Długopole-Zdrój 07-772;II;2958;07-772;Długopole-Zdrój;;07-772;Długopole-Zdrój;7;33;
932;Artur;Blotny;Uniwersytet Rolniczy;10;Racibórz 00-355;I;1641;00-355;Racibórz;;00-355;Racibórz;8;153;
933;Adam;Paterek;Politechnika Królewska;10;Wodzisław Sląski 83-544;I;2559;83-544;Wodzisław Sląski;;83-544;Wodzisław Sląski;3;206;
934;Magdalena;Kulig;Politechnika Informatyczno-Elektroniczna;10;Wodzisław Sląski 83-544;I;715;83-544;Wodzisław Sląski;;83-544;Wodzisław Sląski;2;206;
935;Pawel;Banasiewicz;Politechnika Informatyczno-Elektroniczna;10;Bytom 80-339;I;579;80-339;Bytom;;80-339;Bytom;2;18;
936;Wiktor;Buchta;Uniwersytet Rolniczy;10;Krosno 80-338;III;1652;80-338;Krosno;;80-338;Krosno;8;89;
937;Sobieslaw;Symanski;Uniwersytet Królewski;10;Ogrodzieniec 82-082;II;983;82-082;Ogrodzieniec;;82-082;Ogrodzieniec;5;129;
938;Dariusz;Kowalczyk;Uniwersytet Królewski;10;Nowy Targ 84-043;III;2441;84-043;Nowy Targ;;84-043;Nowy Targ;5;125;
939;Mieszko;Lewy;Politechnika Królewska;10;Zabrze 91-525;II;1408;91-525;Zabrze;;91-525;Zabrze;3;211;
940;Wiktoria;Gumienny;Politechnika Królewska;10;Rabka 30-698;I;855;30-698;Rabka;;30-698;Rabka;3;152;
941;Sylwia;Filipowicz;Politechnika Informatyczno-Elektroniczna;10;Kościan 26-594;II;2693;26-594;Kościan;;26-594;Kościan;2;86;
942;Zofia;Maciarz;Politechnika Królewska;10;Jaworzynka 56-921;V;1299;56-921;Jaworzynka;;56-921;Jaworzynka;3;62;
943;Frydryk;Alancki;Uniwersytet Sportu i Turystyki;10;Międzyrzecze 28-079;III;2855;28-079;Międzyrzecze;;28-079;Międzyrzecze;9;114;
944;Patrycja;Roman;Uniwersytet Królewski;10;Toruń 90-535;I;3345;90-535;Toruń;;90-535;Toruń;5;190;
945;Jolanta;Chmiel;Uniwersytet Królewski;10;Poraj 80-436;I;1300;80-436;Poraj;;80-436;Poraj;5;143;
946;Boleslaw;Bialowasicz;Politechnika Informatyczno-Elektroniczna;10;Przemyśl 38-959;I;2057;38-959;Przemyśl;;38-959;Przemyśl;2;147;
947;Agnieszka;Stachowiak;Uniwersytet Pedagogiczny;10;Katowice 72-241;I;3199;72-241;Katowice;;72-241;Katowice;7;71;
948;Bronislawa;Ludwig;Uniwersytet Królewski;10;Warszawa 83-294;III;1400;83-294;Warszawa;;83-294;Warszawa;5;198;
949;Wojciech;Iwanski;Uniwersytet Pedagogiczny;10;Bezledy 75-057;II;2580;75-057;Bezledy;;75-057;Bezledy;7;6;
950;Elzbieta;Zagorska;Politechnika Królewska;10;Lędziny 27-535;IV;486;27-535;Lędziny;;27-535;Lędziny;3;99;
951;Wielislaw;Watroba;Politechnika Informatyczno-Elektroniczna;10;Świętochłowice 38-932;III;1035;38-932;Świętochłowice;;38-932;Świętochłowice;2;183;
952;Kamil;Bartnik;Politechnika Informatyczno-Elektroniczna;10;Elbląg 10-656;I;1718;10-656;Elbląg;;10-656;Elbląg;2;37;
953;Zygmunt;Grzmil;Politechnika Informatyczno-Elektroniczna;10;Prudnik 09-823;II;1346;09-823;Prudnik;;09-823;Prudnik;2;145;
954;Mateusz;Kawicki;Politechnika Informatyczno-Elektroniczna;10;Bielsk Podlaski 96-087;I;3253;96-087;Bielsk Podlaski;;96-087;Bielsk Podlaski;2;11;
955;Mateusz;Mazurkiewicz;Politechnika Informatyczno-Elektroniczna;10;Wojkowice 84-273;I;3000;84-273;Wojkowice;;84-273;Wojkowice;2;207;
956;Cecylia;Boguslawska;Politechnika Królewska;10;Szczyrk 75-361;IV;1225;75-361;Szczyrk;;75-361;Szczyrk;3;180;
957;Alicja;Urbanczyk;Uniwersytet Ekonomiczny;10;Szczyrk 75-361;I;3022;75-361;Szczyrk;;75-361;Szczyrk;4;180;
958;Jan;Kamyk;Uniwersytet Rolniczy;10;Bielsk Podlaski 96-087;I;2899;96-087;Bielsk Podlaski;;96-087;Bielsk Podlaski;8;11;
959;Anna;Pytka;Politechnika Królewska;10;Tarnów 87-348;I;1146;87-348;Tarnów;;87-348;Tarnów;3;187;
960;Ryszard;Grabowski;Politechnika Informatyczno-Elektroniczna;10;Gdańsk 83-271;III;728;83-271;Gdańsk;;83-271;Gdańsk;2;39;
961;Janusz;Smitkowski;Politechnika Królewska;10;Pszczyna 53-858;V;2238;53-858;Pszczyna;;53-858;Pszczyna;3;148;
962;Jan;Karbowniczek;Politechnika Informatyczno-Elektroniczna;10;Pyrzyce 76-362;IV;2865;76-362;Pyrzyce;;76-362;Pyrzyce;2;151;
963;Teresa;Wozniak;Uniwersytet Królewski;10;Tarnów 87-348;II;3094;87-348;Tarnów;;87-348;Tarnów;5;187;
964;Mateusz;Chwalinski;Politechnika Królewska;10;Włodowice 37-089;I;1802;37-089;Włodowice;;37-089;Włodowice;3;205;
965;Wojciech;Sobczak;Politechnika Królewska;10;Kuźnia Raciborska 78-122;I;2626;78-122;Kuźnia Raciborska;;78-122;Kuźnia Raciborska;3;94;
966;Zofia;Klein;Politechnika Królewska;10;Kuźnia Raciborska 78-122;III;849;78-122;Kuźnia Raciborska;;78-122;Kuźnia Raciborska;3;94;
967;Eustachy;Pustulka;Uniwersytet Królewski;10;Dąbrowa Górnicza 75-727;III;1080;75-727;Dąbrowa Górnicza;;75-727;Dąbrowa Górnicza;5;28;
968;Lucyna;Sokolowska;Politechnika Królewska;10;Koniaków 34-607;II;2284;34-607;Koniaków;;34-607;Koniaków;3;82;
969;Rafal;Rybak;Politechnika Informatyczno-Elektroniczna;10;Dobieszowice 34-734;II;1366;34-734;Dobieszowice;;34-734;Dobieszowice;2;34;
970;Agnieszka;Baranowska;Uniwersytet Królewski;10;Pszczyna 53-858;I;772;53-858;Pszczyna;;53-858;Pszczyna;5;148;
971;Anna;Szafranska;Politechnika Informatyczno-Elektroniczna;10;Bielsk Podlaski 96-087;I;1671;96-087;Bielsk Podlaski;;96-087;Bielsk Podlaski;2;11;
972;Malgorzata;Koczorowska;Politechnika Informatyczno-Elektroniczna;10;Katowice 72-241;I;431;72-241;Katowice;;72-241;Katowice;2;71;
973;Gracja;Warecka;Politechnika Królewska;10;Siewierz 65-885;II;3030;65-885;Siewierz;;65-885;Siewierz;3;164;
974;Michal;Piechota;Uniwersytet Ekonomiczny;10;Chorzów 97-545;V;1748;97-545;Chorzów;;97-545;Chorzów;4;21;
975;Krystyna;Brylka;Politechnika Informatyczno-Elektroniczna;10;Głuchołazy 30-136;V;2256;30-136;Głuchołazy;;30-136;Głuchołazy;2;45;
976;Filip;Harazim;Uniwersytet Królewski;10;Zawiercie 58-922;I;883;58-922;Zawiercie;;58-922;Zawiercie;5;215;
977;Maria;Bakala;Uniwersytet Królewski;10;Jastrzębie-Zdrój 51-394;I;2293;51-394;Jastrzębie-Zdrój;;51-394;Jastrzębie-Zdrój;5;60;
978;Piotr;Jablonski;Politechnika Informatyczno-Elektroniczna;10;Sanok 71-890;V;1185;71-890;Sanok;;71-890;Sanok;2;160;
979;Michal;Powietrzynski;Uniwersytet Królewski;10;Radom 43-586;I;2260;43-586;Radom;;43-586;Radom;5;154;
980;Adelajda;Sobczak;Politechnika Informatyczno-Elektroniczna;10;Trzebinia 26-607;I;1087;26-607;Trzebinia;;26-607;Trzebinia;2;191;
981;Ryszard;Skrzypczyk;Politechnika Królewska;10;Cieszyn 68-101;III;1049;68-101;Cieszyn;;68-101;Cieszyn;3;25;
982;Marek;Marciniak;Uniwersytet Królewski;10;Rabka 30-698;I;827;30-698;Rabka;;30-698;Rabka;5;152;
983;Slawomir;Afganski;Uniwersytet Muzyczny;10;Wolbrom 46-174;II;1583;46-174;Wolbrom;;46-174;Wolbrom;6;208;
